0; -758; 1942; 3442
1; -676; 1938; 3308
2; -550; 2108; 3120
3; -334; 2262; 2890
4;   44; 2324; 2856
5;  208; 2382; 2614
6;  132; 2448; 2320
7;  100; 2440; 2090
8;  370; 2412; 2010
9;  830; 2562; 1838
10; 1362; 2486; 1692
11; 1344; 2640; 1684
12; 1456; 2656; 1374
14; 1726; 2496; 1354
16; 2130; 2448; 1170
17; 2078; 2466;  954
19; 2402; 2468;  736
20; 2608; 2408;  634
22; 3130; 2552;  716
24; 3348; 2404;  582
25; 3494; 2436;  432
27; 3196; 2344;  530
28; 3476; 2220;  666
31; 3522; 2220;  650
33; 3474; 2194;  808
35; 2940; 2300;  674
36; 3924; 1998;  610
38; 4352; 2284;  328
39; 4010; 2392;   86
41; 3546; 2300;  158
42; 3748; 2360;  454
44; 3396; 2276;  268
46; 3760; 2258;   48
47; 3788; 2270; -136
49; 3850; 2260; -192
50; 3998; 2212; -252
53; 4062; 2302; -588
57; 3844; 2232; -592
58; 3892; 2218; -640
60; 3870; 2220; -594
61; 4130; 2252; -660
63; 4268; 2128; -700
64; 4210; 2182; -768
66; 4238; 2112; -926
68; 4122; 2174;-1008
69; 3942; 2128;-1200
71; 3988; 2056;-1238
72; 4240; 1904;-1090
74; 3584; 1934;-1222
75; 4380; 1856;-1036
76; 4158; 1814;-1128
79; 2820; 1712;-1608
80; 3972; 1824;-1364
82; 4304; 1744;-1362
83; 4688; 1712;-1298
85; 4326; 1756;-1572
86; 4376; 1818;-1676
88; 4442; 1840;-1356
90; 4296; 1792;-1378
91; 4048; 1870;-1472
93; 3916; 1768;-1452
94; 4436; 1838;-1292
97; 4200; 1806;-1372
99; 4214; 1774;-1458
101; 4178; 1666;-1424
102; 4358; 1638;-1468
104; 4690; 1638;-1446
105; 4114; 1490;-1446
107; 4154; 1596;-1564
108; 4388; 1550;-1558
112; 4562; 1358;-1372
113; 4312; 1346;-1370
115; 4332; 1250;-1396
116; 4562; 1284;-1320
119; 4290; 1226;-1286
121; 4398; 1178;-1552
123; 4384; 1112;-1502
126; 4598; 1080;-1274
127; 4468;  978;-1416
129; 4748;  986;-1336
130; 4416;  892;-1044
132; 4526;  888; -962
134; 4262;  800; -946
135; 4472;  856; -990
137; 4822;  910; -986
138; 4494;  758;-1018
140; 4524;  848;-1038
141; 4736;  862; -956
143; 4492;  868;-1024
146; 4698;  936; -802
148; 4476;  832; -878
149; 4536;  840; -792
