0;1532;3294;4002
1;1973;3293;4411
2;1942;3380;4282
3;1690;3439;3688
4;1541;3634;2635
5;1703;3827;1877
6;1577;4174;1175
7;1286;4357;630
8;743;4401;64
9;331;4339;-321
10;-103;4267;-677
11;-263;4127;-769
12;123;3809;-510
14;911;3440;1129
17;1742;3277;2881
19;1938;3354;3877
20;1996;3633;3140
22;1721;3957;2024
23;1239;4190;1003
25;443;4278;340
26;81;4106;-322
30;215;3811;-120
31;1054;3450;1417
34;1714;3282;3381
36;2115;3298;4697
37;1758;3463;4087
39;940;3673;2833
41;250;3856;1499
42;-279;4053;621
44;-459;4192;-49
45;-271;4157;-407
47;-19;3943;-565
48;928;3500;873
52;1691;3179;2625
53;2186;3137;4075
55;1931;3388;3709
56;1632;3721;2737
58;1272;3873;1957
59;753;3957;1137
61;59;4078;223
63;-189;4113;-561
64;147;3849;-467
66;636;3464;129
67;1126;3115;1065
69;1401;3106;1589
70;1933;3299;1965
72;2117;3676;1852
74;2203;4006;1547
75;1927;4195;1261
76;1602;4127;1603
78;1161;4115;2085
80;893;4042;2563
81;1197;3993;2673
83;1465;3879;2397
85;1624;3760;2035
86;1484;3641;1649
88;1326;3392;2067
91;915;3203;2111
93;570;3122;2249
94;577;2994;2300
96;1001;2847;2738
97;1391;2714;2652
99;1783;2661;2273
100;2378;2513;2053
102;2711;2577;2119
104;2806;2765;2060
105;2347;3008;2167
107;2131;2987;2425
108;1857;2979;2700
110;1684;3041;2557
111;1397;3032;2619
113;1248;2922;2720
115;1187;2835;2795
116;1389;2811;2609
118;1605;2890;2403
119;1859;2853;2427
121;2259;2720;2376
122;2822;2491;2106
124;3267;2497;1777
126;3346;2625;1597
127;3120;2776;1740
129;2888;2783;1877
130;2461;2793;2072
133;1840;2929;2387
137;1331;3109;2589
138;1318;3295;2560
140;1776;3321;2306
141;2330;3223;2107
143;2899;3023;1771
146;3103;2904;1617
148;3045;2825;1569
149;2629;2889;1743
151;2325;2962;1680
152;2069;3062;1644
154;1771;3167;1797
155;1533;3163;2311
157;1250;3303;2630
159;1315;3345;2711
160;1465;3421;2563
162;1890;3342;2445
163;2255;3242;2132
165;2748;3059;1697
166;3095;2881;1323
168;3147;2849;1297
170;2909;2946;1327
171;2679;3018;1403
172;2374;3075;1440
174;2212;3038;1768
176;1672;3220;2105
177;1316;3249;2598
179;1047;3427;2719
182;1440;3351;2659
184;2086;3308;2205
185;2880;3112;1621
187;3474;2919;1047
188;3626;2861;797
190;3361;2867;897
192;2956;2961;1057
193;2476;2948;1370
195;1871;3090;1781
196;1117;3127;2639
198;800;3335;3106
200;834;3466;3294
201;1673;3505;2787
204;2598;3302;2113
206;3267;3011;1450
207;3438;2865;863
209;3135;2865;817
211;2952;2907;897
212;2495;3010;1189
214;2185;3092;1251
215;1802;3151;1645
217;1466;3189;2209
218;1291;3267;2817
220;1375;3398;2875
222;1596;3531;2821
223;2273;3381;2333
225;2705;3249;1875
226;3273;2977;1208
228;3360;2925;855
229;3295;2874;778
231;3011;2906;912
233;2649;3018;1019
234;2260;3185;1199
236;2171;3186;1464
237;1983;3185;1983
239;1840;3133;2402
240;1221;3343;2956
242;1021;3511;3157
244;1183;3573;3123
245;1943;3471;2544
247;2593;3226;1825
250;3158;2974;1140
251;3186;2879;806
253;2927;2919;923
255;2649;3045;1085
256;2390;3133;1227
258;2257;3176;1360
259;1834;3289;1897
262;1544;3312;2623
264;1259;3453;3078
266;1423;3498;3075
267;1905;3483;2557
268;2673;3223;2069
270;3191;2935;1429
272;3408;2818;937
273;3177;2919;595
275;2857;3041;625
277;2617;3100;895
278;2426;3139;1285
280;2254;3202;1687
281;1825;3373;2086
283;1517;3403;2443
284;1247;3463;2737
286;1358;3417;2757
288;1521;3425;2574
289;1933;3313;2259
291;2162;3252;2038
292;2481;3179;1759
294;2709;3107;1377
295;2893;3041;907
297;2815;3005;878
299;2671;3036;1249
300;2161;3171;1909
302;1808;3347;2173
303;1675;3501;2204
305;2025;3569;2047
306;2389;3510;1907
308;2470;3375;1599
310;2427;3119;1459
311;2233;2959;1599
313;2088;2929;1911
314;2002;3042;2026
316;1849;3141;1931
318;1563;3229;1915
321;1164;3275;2079
322;833;3373;2379
324;709;3470;2577
325;758;3409;2606
327;794;3283;2711
329;826;3175;2823
330;1103;3122;2824
332;1665;3155;2525
335;2375;3080;2071
336;2778;3077;1694
338;2665;3070;1497
340;2451;3118;1463
341;2074;3236;1561
343;2037;3239;1601
344;1603;3337;1711
346;1244;3319;1965
347;607;3355;2353
349;492;3285;2681
351;549;3259;2815
352;877;3251;2747
354;1041;3275;2657
355;1172;3231;2633
357;1286;3203;2625
358;1564;3119;2457
360;2046;3099;2075
362;2589;3085;1609
363;2659;3137;1477
366;2317;3194;1558
369;1727;3153;1841
371;970;3183;2205
373;309;3273;2622
374;-192;3388;3014
376;183;3415;2983
379;795;3377;2783
380;1416;3316;2545
382;1635;3213;2422
384;1801;3078;2293
385;2085;3032;1937
387;2395;3019;1561
388;2365;3151;1397
390;2333;3226;1453
391;2094;3266;1646
393;1860;3181;1890
395;1414;3159;2139
396;953;3166;2481
398;764;3235;2665
399;708;3315;2759
401;980;3373;2667
402;793;3338;2785
404;579;3397;2801
406;217;3445;2756
407;496;3471;2423
409;1166;3314;2186
410;2405;3043;1765
412;3389;2865;1349
413;3543;2818;1182
415;3041;2896;1368
417;2407;3025;1648
418;2007;3063;1809
420;1470;3179;1929
421;773;3289;2307
423;206;3385;2678
424;318;3459;2883
428;811;3419;2797
429;1549;3380;2509
431;1725;3286;2312
432;1891;3205;2073
434;2124;3126;1700
437;2245;3179;1575
439;2338;3249;1513
440;2136;3368;1747
442;2090;3358;1777
443;1795;3311;1865
445;1475;3275;1951
447;1236;3259;2053
448;911;3309;2326
450;656;3357;2669
451;441;3331;2911
453;597;3292;2951
454;1115;3232;2728
456;1620;3258;2503
458;2161;3235;2160
459;2575;3150;1832
460;2943;3089;1453
462;2905;3106;1269
464;2595;3190;1249
465;2066;3218;1436
467;1493;3213;1741
469;907;3231;2171
470;543;3285;2653
472;619;3329;2896
473;1100;3290;2892
475;1540;3294;2703
476;1588;3330;2614
478;928;3511;2691
480;338;3649;2621
481;293;3682;2233
483;1065;3557;1711
484;2293;3320;1149
486;3345;3065;859
487;3263;2936;959
489;2739;2893;1366
491;2112;2967;1695
492;2011;3045;1849
495;1681;3181;2050
497;1262;3295;2295
498;886;3335;2585
500;817;3315;2815
502;1141;3228;2903
503;1698;3072;2806
505;2163;2905;2733
506;2258;2787;2902
508;2207;2808;3033
509;1753;3131;2923
511;1289;3489;2493
513;833;3772;1909
514;934;3851;1226
517;982;3884;593
519;1233;3718;570
522;1595;3565;769
524;2347;3417;1038
525;2794;3417;1146
527;2985;3313;1415
528;3106;3239;1723
530;3311;3267;1843
531;3343;3357;1874
533;3193;3427;1833
535;2964;3487;1590
536;2428;3748;1060
539;1799;3948;892
541;1133;4185;859
542;779;4104;1256
544;548;4023;1251
546;653;3679;1073
547;1065;3332;953
549;1799;3026;1082
550;3145;2925;1229
554;3923;3027;1071
555;4141;3288;678
556;3222;3556;383
558;2481;3707;328
560;1890;3754;537
561;1366;3851;1031
563;881;3997;1561
565;618;4071;1989
566;862;3995;1980
568;1437;3826;1659
569;2204;3559;1231
571;2909;3351;963
572;3195;3359;569
576;3057;3538;457
577;2678;3684;811
580;2188;3660;877
582;1750;3582;1011
583;1457;3582;1090
585;1605;3537;1487
587;1843;3611;1585
588;2321;3528;1467
590;2616;3500;1387
591;2675;3550;1023
593;2262;3818;790
594;1648;3971;881
596;847;4159;1311
598;262;4081;1548
599;157;4041;1513
601;733;3705;1311
602;1834;3359;1201
604;2979;3005;1430
605;4143;2741;1859
607;4081;2832;1753
609;3871;2969;1331
610;2800;3224;980
612;2081;3534;935
613;905;3773;1455
615;-195;4048;1916
616;-606;3995;2273
618;-218;3923;2058
620;897;3700;1599
621;2089;3353;1486
623;3019;3064;1625
624;3847;2728;2049
626;3797;2759;2083
627;3414;2911;1757
629;2529;3014;1645
631;2060;3404;1460
632;1222;3641;1779
634;381;4148;1771
635;-821;4196;2067
637;-1188;4209;2026
638;-788;4053;1621
640;705;3550;1527
642;2135;3169;1546
643;3514;2774;2001
645;4095;2686;2175
646;3845;2936;1807
648;3099;3238;1366
650;1949;3732;989
652;693;3869;1381
654;-369;3939;1807
656;-757;3888;2061
657;668;3513;2091
660;2612;3131;2238
662;3809;2964;2129
664;3720;3205;1639
665;2786;3399;1098
667;2361;3331;995
668;1424;3329;1343
670;44;3620;1805
672;-1221;3967;2059
673;-1192;4034;2087
675;671;3689;2005
678;2783;3330;1967
679;4225;3009;2002
681;3973;3182;1378
683;3253;3275;887
684;1996;3499;694
686;995;3609;957
687;-230;3827;1473
689;-992;4041;1811
690;-1069;3968;2386
692;-53;3714;2345
694;1503;3291;2353
695;3311;3055;2241
697;4456;2883;2376
698;4424;3108;1761
700;3767;3245;1070
701;2676;3374;623
703;1997;3381;915
705;718;3601;1386
706;-597;3901;1867
708;-1450;4115;2126
709;-1237;4036;2161
711;-227;3918;1784
712;1347;3536;1723
714;3136;3179;1921
716;4452;2861;2262
717;4458;2963;1809
719;3599;3137;1269
720;2449;3273;971
722;1571;3444;1004
723;407;3503;1402
725;-835;3855;1697
727;-1384;3933;2241
728;-829;4015;2128
730;649;3689;1987
731;2336;3263;1925
733;3757;2937;2176
734;4312;2838;2315
736;4008;2902;1968
738;3057;3024;1603
739;1645;3336;1321
741;649;3453;1559
742;-741;3883;1757
744;-741;3834;1908
747;-591;3962;1773
748;937;3460;1784
750;2337;3248;1972
752;3874;2927;2228
753;3961;3077;1995
755;3621;3218;1485
756;2838;3385;1073
758;2120;3541;937
760;1085;3689;1239
761;-411;3920;1700
763;-1313;3963;2205
764;-1287;3873;2279
766;-427;3745;2009
767;1139;3455;1901
769;2811;3132;2070
771;4137;2898;2382
772;4210;3003;2076
774;3455;3283;1560
775;2290;3468;1140
777;1414;3479;1223
778;259;3553;1491
780;-761;3682;1813
782;-1248;3709;2193
783;-497;3539;2442
786;1199;3339;2487
788;3025;3089;2511
790;3787;2938;2420
791;3507;2989;1927
793;2820;3135;1426
794;2154;3272;1133
796;1602;3320;1325
797;1013;3353;1585
799;165;3446;1957
801;-689;3497;2417
802;-1063;3639;2723
804;-729;3731;2683
805;951;3510;2504
808;2464;3242;2235
810;3399;3005;1879
812;3215;3089;1432
813;2643;3166;1168
815;2257;3197;1218
816;1540;3287;1511
818;725;3448;1855
819;-473;3653;2217
821;-999;3763;2419
823;-1045;3815;2440
824;181;3597;2282
826;1229;3384;2110
827;2613;3004;2121
829;3355;2893;2178
830;3606;2815;2225
832;3114;3075;1912
834;2513;3254;1621
835;1899;3387;1463
837;1249;3506;1527
838;331;3633;1734
840;-563;3833;1994
841;-1011;3725;2352
843;-1017;3705;2450
844;68;3483;2357
846;1382;3316;2260
848;2750;3113;2259
849;3429;2913;2339
851;3307;3001;2109
852;2849;3128;1719
854;1754;3348;1586
857;685;3575;1779
859;-283;3600;2287
860;-853;3729;2561
862;-929;3679;2743
863;-403;3729;2528
865;908;3507;2271
867;2288;3228;2037
868;3352;2974;2029
870;3577;2913;2033
871;3225;3021;1775
873;2504;3136;1555
874;1806;3241;1561
876;1279;3393;1808
878;485;3749;2032
879;-217;3911;2114
881;-569;3839;2289
882;-293;3571;2328
884;423;3416;2215
885;1458;3243;2097
887;2791;2994;2161
889;3741;2837;2299
890;3792;3012;1847
893;2731;3264;1440
895;1527;3499;1215
896;176;3688;1549
898;-868;3809;1911
900;-1272;3911;2082
901;-656;3769;2001
903;573;3552;1811
904;1876;3321;1923
906;3115;3071;2417
908;3692;2986;2870
909;3587;3105;2483
911;2851;3285;1911
912;1597;3589;1290
914;185;3679;1369
915;-1416;3842;1307
917;-1475;3687;1403
919;-812;3557;1417
920;836;3258;1945
922;1957;3151;2535
923;3007;3080;3183
925;3089;3230;3123
926;2829;3421;2472
928;1688;3582;1841
930;899;3602;1418
931;-436;3599;1505
933;-1430;3718;1369
934;-1747;3690;1509
936;-1035;3641;1481
937;659;3285;1979
939;1948;3163;2462
940;3232;3005;3146
942;3164;3134;2907
944;2883;3254;2343
945;1811;3383;1815
947;1041;3522;1467
948;10;3616;1409
950;-1079;3824;1285
952;-1605;3893;1436
953;-1305;3844;1492
955;-49;3737;1455
956;1242;3440;1839
958;2094;3237;2323
959;2693;2924;2952
961;2570;2998;2915
963;2260;3175;2553
964;1840;3515;1891
966;1801;3576;1569
967;1145;3659;1499
969;-77;3743;1674
970;-1095;3856;1747
972;-1018;3705;1838
974;-66;3443;2002
975;1799;3143;2605
977;3301;3044;3132
978;3809;3094;2810
980;3295;3332;1903
981;2336;3440;1169
983;885;3509;1119
985;-811;3550;1217
986;-1929;3623;1255
988;-1586;3555;1485
989;-148;3336;2138
991;1484;3154;2943
992;3191;3025;3543
994;3313;3172;3010
996;3035;3337;2103
997;1644;3448;1381
999;1106;3293;1305
1000;-260;3471;1375
1002;-1255;3669;1431
1003;-2291;4012;1539
1004;-1483;3883;1631
1007;-147;3674;1711
1008;1498;3305;2165
1010;2183;3167;2549
1011;2727;2911;3007
1013;2494;2891;2870
1014;2023;2934;2679
1016;957;3286;2270
1019;149;3643;1945
1021;-633;3795;1643
1024;-747;3707;1537
1026;-580;3529;1558
1027;381;3165;1891
1029;1337;2946;2227
1030;2489;2753;2882
1032;3012;2765;3333
1033;3014;3103;2923
1035;2600;3261;2234
1036;1389;3505;1712
1038;-39;3570;1738
1041;-1377;3818;1687
1043;-1666;3931;1655
1044;-795;3740;1855
1046;479;3448;2331
1048;1657;3101;2743
1049;2605;2837;3187
1051;2745;2801;3125
1052;2581;3044;2553
1054;2136;3353;1811
1055;1417;3499;1495
1057;404;3555;1505
1059;-923;3803;1643
1060;-1511;4014;1570
1062;-1318;4053;1648
1063;-349;3855;1497
1065;874;3461;1691
1066;2023;3083;2232
1068;2769;2844;3045
1070;2751;2953;3301
1071;2497;3185;2782
1073;1943;3257;2295
1074;1241;3247;1859
1076;213;3438;1653
1077;-807;3764;1217
1079;-600;3867;1127
1081;163;3672;1149
1082;1147;3429;1369
1084;1452;3314;1595
1085;1405;3297;2145
1087;1381;3331;2505
1088;1415;3370;2659
1090;1663;3337;2707
1092;1725;3335;2831
1093;1613;3428;2886
1095;1283;3494;2718
1096;889;3618;2345
1099;243;3825;1899
1100;-52;3977;1275
1103;29;3909;933
1104;553;3587;879
1106;1083;3213;1341
1107;1570;2873;2061
1109;2307;2642;2887
1110;2361;2824;3111
1112;2315;3206;2566
1114;1871;3520;1834
1115;1322;3685;1297
1117;673;3655;1074
1118;90;3647;1235
1120;585;3551;1588
1123;1329;3561;1911
1125;1997;3627;1773
1126;1937;3653;1771
1128;1677;3569;1945
1129;1573;3512;2130
1131;1615;3495;2118
1132;1595;3529;2099
1136;1521;3543;2171
1137;1476;3447;2299
1139;1547;3358;2363
1140;1626;3337;2336
1142;1611;3306;2235
1144;1545;3256;2259
1145;1410;3159;2378
1147;1351;3199;2354
1148;1352;3291;2038
1150;1485;3299;1613
1151;1912;3149;1437
1153;2519;2893;1394
1155;2883;2794;1501
1156;2826;2999;1422
1158;2553;3234;1559
1159;2378;3418;1638
1161;2445;3327;1663
1162;2312;3213;1714
1164;1846;3177;2199
1166;1266;3262;2875
1167;933;3371;3074
1169;1044;3320;2879
1170;1447;3202;2517
1172;1842;3159;2285
1173;2461;3067;1882
1175;2949;2933;1397
1177;3301;2805;1065
1178;3139;2876;1081
1181;2667;3058;1189
1183;2147;3223;1460
1184;1697;3381;1607
1186;1268;3469;1997
1188;1111;3447;2443
1189;847;3372;3070
1191;1065;3340;3195
1194;1497;3301;2937
1195;2193;3238;2261
1196;2816;3061;1657
1199;3167;2893;1051
1200;3273;2787;817
1202;3006;2800;993
1203;2609;2987;1277
1205;2320;3116;1375
1206;1923;3282;1498
1208;1453;3375;1899
1210;1277;3317;2408
1211;1111;3295;2885
1213;1259;3203;3133
1214;1266;3296;3127
1216;1547;3294;2947
1217;1957;3264;2453
1219;2490;3103;1947
1221;2933;2961;1391
1222;2942;2929;1164
1224;2755;2987;1187
1225;2532;3053;1305
1227;2185;3123;1543
1230;1948;3152;1706
1232;1659;3188;1980
1233;1610;3243;2286
1235;1457;3257;2787
1236;1453;3292;3065
1238;1466;3312;3062
1239;1591;3352;2845
1241;1895;3277;2405
1243;2265;3194;1985
1244;2781;2965;1409
1246;3036;2867;1029
1247;3090;2855;825
1249;2851;3007;1014
1252;2527;3114;1273
1254;2243;3132;1590
1255;2049;3115;1817
1257;1888;3132;2092
1258;1677;3163;2567
1260;1494;3248;2801
1262;1410;3286;3026
1263;1560;3296;2868
1265;1817;3278;2644
1266;2310;3169;2146
1268;2455;3107;1683
1269;2726;2965;1147
1271;2618;3012;1005
1273;2715;3028;1025
1274;2539;3115;1349
1276;2487;3123;1464
1277;2259;3153;1589
1279;1934;3225;1812
1280;1674;3288;2160
1282;1541;3289;2684
1284;1449;3323;2996
1285;1325;3352;3071
1287;1408;3369;2790
1288;1887;3282;2255
1290;2459;3129;1810
1291;2788;3045;1421
1292;2846;3017;1192
1295;2715;3007;1227
