0;-3066;534;2066
1;-2425;1148;1883
2;-1735;1797;1754
3;-2003;1957;2005
4;-1724;1526;1995
5;-1595;775;2389
6;-973;156;2526
7;-1024;79;2935
8;-787;295;2981
9;-415;681;2807
10;-1029;998;1595
11;-2666;1253;-64
12;-3843;1566;-1435
13;-4006;1799;-2085
14;-3718;1845;-2223
15;-3987;1799;-2275
16;-4081;1732;-1855
17;-3975;1637;-1020
18;-2779;1339;-137
19;-1660;1337;1236
20;299;1171;2264
21;1309;1187;3108
22;2161;1032;3220
23;2151;1095;3309
24;1626;1247;3364
25;1265;1293;3542
26;-69;1299;3193
27;-1178;1383;2468
28;-2973;1597;1079
29;-3492;1870;277
30;-3713;1979;-64
31;-3195;1989;185
32;-3244;1951;278
33;-3349;1882;279
34;-3399;1762;320
35;-3189;1669;426
36;-3114;1567;548
37;-3077;1293;606
38;-2948;1130;651
39;-2828;1021;645
40;-2686;1320;879
41;-2915;1711;1093
42;-2417;2345;1473
43;-2297;2815;1661
44;-2069;3131;1847
45;-2313;3031;1791
46;-2280;2719;1541
47;-2341;2382;1369
48;-2446;2222;1405
49;-2613;2232;1487
50;-2599;2283;1483
51;-2671;2363;1449
52;-2621;2505;1455
53;-2587;2613;1543
54;-2403;2795;1697
55;-2287;2963;1844
56;-2123;2955;1806
57;-1399;1945;1151
